Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
VirusShare_33122a5200ff5bab1e5881d5c295c460|33122a5200ff5bab1e5881d5c295c460|34404|240|34|10|0|58880|28160|0|35260|4096|0|5368709120|4096|512|5|2|0|0|5|2|110592|1024|126262|3|33088|1048576|4096|1048576|4096|0|16|6|4.25458235472|2.34720803852|6.27799538286|14506.6666667|512|58880|15106.6666667|436|58838|3|74|0|0|1|4.79597360227|4.79597360227|4.79597360227|346.0|346|346|0|0|0
VirusShare_c307b109901ca566d4244eb319d642de|c307b109901ca566d4244eb319d642de|34404|240|34|10|0|53760|415744|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|495616|1024|504877|2|33088|524288|8192|1048576|4096|0|16|5|4.81040961952|0.217769955458|7.83381734084|93900.8|512|411648|95848.0|324|413696|7|154|1|0|43|3.45065370445|0.0|7.99326066959|9509.11627907|1|300174|0|0|0
VirusShare_4c8401f098965da00884231dd3460eb8|4c8401f098965da00884231dd3460eb8|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|897024|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|5.0024138423|2.17059147901|6.42800749315|159436.8|27648|613376|176592.2|27156|613057|16|517|0|0|27|3.68367129544|1.84273764861|6.26881172941|1333.55555556|20|9640|0|0|0
VirusShare_07f398af7e2b789d550b8b3e6f0465e4|07f398af7e2b789d550b8b3e6f0465e4|34404|240|34|10|0|53760|297472|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|376832|1024|392836|2|33088|524288|8192|1048576|4096|0|16|5|4.79094209219|0.217769955458|7.73647970419|70246.4|512|293376|72091.2|324|294912|7|154|1|0|43|3.45734232352|0.0|7.99855633198|6753.18604651|2|181671|0|0|0
VirusShare_47be408472d47d7be5eb752e8513e76b|47be408472d47d7be5eb752e8513e76b|34404|240|35|8|0|334848|528896|0|1074606557|4096|0|5368709120|4096|512|4|0|0|0|5|2|1773568|1024|904448|2|32768|1048576|4096|1048576|4096|0|16|5|3.98266517948|0.0|6.26930281691|172748.8|13312|391168|177121.4|23640|390728|10|343|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_73555509028ef8d62f50b1a57ad3c809|73555509028ef8d62f50b1a57ad3c809|34404|240|34|9|0|55296|634368|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|712704|1024|741238|2|32832|524288|8192|1048576|4096|0|16|5|4.8259314318|0.201344328388|7.91382142573|137932.8|512|630272|139499.2|324|630784|7|152|1|0|43|3.53993956453|0.0|7.99945526836|14596.4186047|4|518887|0|0|0
VirusShare_7f4b30daaa62a00fabb9d92a4dacbe58|7f4b30daaa62a00fabb9d92a4dacbe58|34404|240|35|8|0|242688|168960|0|151856|4096|0|5368709120|4096|512|4|0|0|0|5|2|450560|1024|450450|2|32768|1048576|4096|1048576|4096|0|16|5|4.93828886304|3.39196345462|6.30825425431|82329.6|12288|242688|86958.6|17676|242635|10|287|0|0|118|3.22406658474|0.909758136092|6.5829037574|486.983050847|20|7336|0|0|0
VirusShare_26654751cb2e98f5f67aff78d19800eb|26654751cb2e98f5f67aff78d19800eb|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|535456|2|32768|524288|8192|1048576|4096|0|16|4|1.40206963932|0.0|5.60827855727|127232.0|512|449024|33609.0|2004|71752|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_37f523b7fcce4f147794cdc58e8feea3|37f523b7fcce4f147794cdc58e8feea3|34404|240|34|10|0|53760|1132544|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|1212416|1024|1043113|2|33088|524288|8192|1048576|4096|0|16|5|4.758577845|0.217769955458|7.57465846825|237260.8|512|1128448|238702.4|324|1127968|7|154|1|0|64|3.77759020287|0.0|7.99968567127|17568.859375|2|813523|0|0|0
VirusShare_b00c6a1bdac52b817defafad27560bf3|b00c6a1bdac52b817defafad27560bf3|34404|240|35|9|0|153600|69120|0|57832|4096|0|5368709120|4096|512|5|2|0|0|5|2|249856|1024|269958|2|32768|1048576|4096|1048576|4096|0|16|5|5.03427453939|2.19970383408|6.54729024069|44544.0|5120|153600|47298.8|5104|153320|7|165|0|0|6|3.61581576595|3.21691336764|4.79597360227|787.333333333|276|2568|0|0|0
VirusShare_351956d8e5106c081578a571fd356e0b|351956d8e5106c081578a571fd356e0b|34404|240|34|9|0|442880|161280|0|330024|4096|0|5368709120|4096|512|5|2|0|0|5|2|643072|1024|664978|2|33088|1048576|4096|1048576|4096|0|16|8|5.15745298585|3.26575860355|6.61925195854|75520.0|1536|442880|77199.625|1368|442640|7|213|0|8|2|4.3503200345|3.46649223247|5.23414783653|920.5|845|996|0|0|0
VirusShare_2e4982325d6d34d52ebafa0dd495b466|2e4982325d6d34d52ebafa0dd495b466|34404|240|35|8|0|87552|1608704|0|34224|4096|0|5368709120|4096|512|4|0|2|9|5|2|1075441664|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.28553557102|0.239210343235|6.48320604724|336588.8|4096|1435136|338963.2|3924|1434816|5|148|0|0|53|4.69114494683|0.468899957355|6.13754196411|27016.0566038|20|188566|0|0|0
VirusShare_22cf18696872ba3975978f4484b89654|22cf18696872ba3975978f4484b89654|34404|240|34|10|0|53760|12295680|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|12374016|1024|12379020|2|33088|524288|8192|1048576|4096|0|16|5|4.8435149253|0.217769955458|7.99934386973|2469888.0|512|12291584|2471351.2|324|12291212|7|154|1|0|34|3.00139364704|0.0|7.99997944643|361443.205882|2|12233860|0|0|0
VirusShare_505db1b1035e0fae5de4960923c479b2|505db1b1035e0fae5de4960923c479b2|34404|240|35|9|0|608256|171008|0|129992|4096|0|5368709120|4096|512|5|2|0|0|5|2|933888|1024|838919|2|33024|4194304|4096|4194304|4096|0|16|5|5.65308184355|3.45150627534|7.47015984327|166912.0|17408|608256|184152.4|27048|608044|16|512|0|0|23|3.72143553955|1.84273764861|7.98988655547|3975.13043478|20|63178|0|0|0
VirusShare_a7a3dbf9dd16606262d647c7d5814be1|a7a3dbf9dd16606262d647c7d5814be1|34404|240|34|9|0|55296|349184|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|430080|1024|434987|2|32832|524288|8192|1048576|4096|0|16|5|4.80163481339|0.201344328388|7.79233833368|80896.0|512|345088|82974.4|324|348160|7|152|1|0|43|3.43495433279|0.0|7.99908152944|7961.88372093|2|233658|0|0|0
VirusShare_0d9c6f4beaf23a35b74c1c9f0927105e|0d9c6f4beaf23a35b74c1c9f0927105e|34404|240|34|10|0|59392|28160|0|35436|4096|0|5368709120|4096|512|5|2|0|0|5|2|110592|1024|129848|3|33088|1048576|4096|1048576|4096|0|16|6|4.2712161217|2.35498749296|6.30440419958|14592.0|512|59392|15173.3333333|436|59158|4|74|0|0|1|4.79597360227|4.79597360227|4.79597360227|346.0|346|346|0|0|0
VirusShare_265494ea5c259da01a4d77fa84f15d36|265494ea5c259da01a4d77fa84f15d36|34404|240|35|8|0|48640|40448|0|51232|4096|0|4194304|4096|512|4|0|0|0|5|2|102400|1024|0|3|32768|1048576|4096|1048576|4096|0|16|5|4.45228474431|2.26289552993|6.03037835594|17510.4|1536|48640|17635.0|1472|48447|6|89|13|0|2|4.18280447113|3.41726798073|4.94834096153|653.5|359|948|0|0|0
VirusShare_ac15e6623ad86c11a714a50a04674aef|ac15e6623ad86c11a714a50a04674aef|34404|240|34|9|0|945152|374272|0|706148|4096|0|5368709120|4096|512|5|2|0|0|5|2|1347584|1024|1339776|2|33088|1048576|4096|1048576|4096|0|16|6|1.00507251223|0.0|6.03043507335|219904.0|6144|945152|221938.166667|5906|945012|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_636c78cad73733d6b8b5d0f429a1bd65|636c78cad73733d6b8b5d0f429a1bd65|34404|240|34|8|0|54784|351744|0|51236|4096|0|4294967296|4096|512|6|0|6|0|5|2|430080|1024|467475|2|32832|524288|8192|1048576|4096|0|16|5|4.81105771325|0.201344328388|7.89518004728|81305.6|512|347648|82717.2|274|347408|7|152|1|0|35|2.99970615748|0.0|7.99847270401|9865.2|4|317940|0|0|0
VirusShare_89045d06eb6c0a45e47bc00658251699|89045d06eb6c0a45e47bc00658251699|34404|240|35|8|0|580096|156160|0|484736|4096|0|5368709120|4096|512|4|0|0|0|5|2|811008|1024|0|2|32768|4194304|4096|4194304|4096|0|16|5|4.82746842544|2.97620564651|6.39980266518|142540.8|14336|580096|159795.2|14264|579626|13|459|0|0|18|2.90750632632|1.81924070464|5.11385824704|732.166666667|20|2216|0|0|0
VirusShare_d9cc7c96d37030d9b3ee8c0a51137356|d9cc7c96d37030d9b3ee8c0a51137356|34404|240|35|9|0|173056|80896|0|1074003813|4096|0|5368709120|4096|512|5|2|0|0|5|2|548864|1024|272722|2|32768|1048576|4096|1048576|4096|0|16|5|4.017533783|0.0|6.40517195872|50790.4|8192|173056|52749.6|9312|172982|10|148|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_886b8028ad216be965cdb00cd69b21fc|886b8028ad216be965cdb00cd69b21fc|34404|240|35|10|0|596992|211456|0|107836|4096|0|5368709120|4096|512|5|2|0|0|5|2|909312|1024|813247|2|33024|4194304|4096|4194304|4096|0|16|7|5.25627106511|2.20114853521|6.49402787591|115492.571429|7168|596992|127824.714286|6705|596846|16|519|0|0|27|3.68401778828|1.84273764861|6.26881172941|1339.11111111|20|9640|0|0|0
VirusShare_8d1551ce12859b97b4106a3c195aec4a|8d1551ce12859b97b4106a3c195aec4a|34404|240|34|9|0|55296|8340480|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|8421376|1024|8431807|2|32832|524288|8192|1048576|4096|0|16|5|4.84194249835|0.201344328388|7.99387675849|1679155.2|512|8336384|1681233.6|324|8339456|7|152|1|0|43|3.43429815408|0.0|7.99415063|193799.976744|2|8224696|0|0|0
VirusShare_46ab2971fe0c350486423b576a02f867|46ab2971fe0c350486423b576a02f867|34404|240|34|10|0|53760|157184|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|237568|1024|231587|2|33088|524288|8192|1048576|4096|0|16|5|4.66873116392|0.217769955458|7.12542506281|42188.8|512|153088|44238.4|324|155648|7|154|1|0|56|3.40133359921|0.0|7.99224705298|2680.67857143|4|55762|0|0|0
VirusShare_fff09529e2bb5e7dc7cc4250c8b80613|fff09529e2bb5e7dc7cc4250c8b80613|34404|240|34|10|0|53760|2979840|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|3059712|1024|3081901|2|33088|524288|8192|1048576|4096|0|16|5|4.84058414583|0.217769955458|7.9846899724|606720.0|512|2975744|608667.2|324|2977792|7|154|1|0|43|3.45548080217|0.0|7.99247256312|69135.7906977|4|2864121|0|0|0
VirusShare_c0c5b181c0f1220b05134f186b73449f|c0c5b181c0f1220b05134f186b73449f|34404|240|35|8|0|70144|32768|0|72384|4096|0|5368709120|4096|512|4|0|0|0|5|2|122880|1024|144410|2|32768|1048576|4096|1048576|4096|0|16|5|4.16213758558|0.844435548968|6.15671943133|20582.4|1024|70144|21106.0|2832|69696|11|218|2|0|30|2.7440629727|1.18831748843|5.04829679253|383.933333333|20|2578|0|0|0
VirusShare_2f3ea5dbb6e57ccdc0d74248f8e9486b|2f3ea5dbb6e57ccdc0d74248f8e9486b|34404|240|34|9|0|396800|520704|0|44972|4096|0|4294967296|4096|512|6|1|6|1|6|1|929792|1536|0|2|33088|524288|8192|1048576|4096|0|16|6|5.18075650793|1.06514073918|7.54046850125|152832.0|1024|403456|152651.5|892|403352|16|376|6|0|91|6.9833576041|2.88489987072|7.94986627576|4378.75824176|230|27569|0|0|0
VirusShare_2af3aa23286a216c8995c178490593fc|2af3aa23286a216c8995c178490593fc|34404|240|34|9|0|55296|219648|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|299008|1024|278343|2|32832|524288|8192|1048576|4096|0|16|5|4.76045568855|0.201344328388|7.58697416626|54988.8|512|215552|56760.0|324|217088|7|152|1|0|43|3.45498986454|0.0|7.99699147182|4942.3255814|4|103809|0|0|0
VirusShare_ed8721d5865f2393cfff18f7ef18895c|ed8721d5865f2393cfff18f7ef18895c|34404|240|34|8|0|22528|9728|0|45072|4096|0|65536|4096|512|5|2|5|2|5|2|57344|1024|53262|1|0|262144|4096|1048576|4096|0|16|9|3.65664326892|0.153703185652|6.19488613179|3470.22222222|512|19968|3329.66666667|72|19801|2|46|0|55|1|3.72810672481|3.72810672481|3.72810672481|876.0|876|876|0|0|0
VirusShare_2d6bb17d536a89c08a93ed8055b5d419|2d6bb17d536a89c08a93ed8055b5d419|34404|240|34|9|0|67584|4608|0|86024|4096|0|65536|4096|512|6|1|6|1|6|1|98304|1024|141305|1|0|262144|4096|1048576|4096|0|16|7|3.51088424677|0.981720264108|6.59746881438|10313.1428571|512|66560|10072.5714286|24|66154|2|17|0|0|1|3.57303353886|3.57303353886|3.57303353886|892.0|892|892|0|0|0
VirusShare_11765af7e1f7c0ddeeaaacd245c6d42d|11765af7e1f7c0ddeeaaacd245c6d42d|34404|240|34|9|0|55296|330240|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|409600|1024|414608|2|32832|524288|8192|1048576|4096|0|16|5|4.79810216621|0.201344328388|7.77467509777|77107.2|512|326144|78878.4|324|327680|7|152|1|0|43|3.44542683474|0.0|7.99832115918|7522.90697674|2|214780|0|0|0
VirusShare_592a3be9058c142c49ce8d369988a247|592a3be9058c142c49ce8d369988a247|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|338519|2|32768|524288|8192|1048576|4096|0|16|4|1.35374729997|0.0|5.41498919988|69376.0|512|217600|33610.0|2004|71752|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_0dd7e0e00ecb6b23449e720d2f6fcb5e|0dd7e0e00ecb6b23449e720d2f6fcb5e|34404|240|35|9|0|613376|180736|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|892928|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|4.61547061103|2.17059147901|6.42800749315|158822.4|27648|613376|176013.8|27156|613057|16|517|0|0|24|2.99272259603|1.84273764861|5.01245649062|1387.33333333|20|9640|0|0|0
VirusShare_19d5ad2adb3038238f877e430bc7727d|19d5ad2adb3038238f877e430bc7727d|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|18196041|2|32768|524288|8192|1048576|4096|0|16|4|4.87615490157|0.742023729165|7.99841145321|4540288.0|512|18101248|33607.0|2004|71752|7|134|1|0|5|3.27268436746|2.41759347204|4.62073863703|613.4|224|1452|0|0|0
VirusShare_dda16b2129a691051b49acd241c5465f|dda16b2129a691051b49acd241c5465f|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|17455963|2|32768|524288|8192|1048576|4096|0|16|4|4.87526530576|0.738117479165|7.99875931997|4357248.0|512|17369088|33607.0|2004|71752|7|134|1|0|5|3.27186406277|2.41349194859|4.62073863703|613.4|224|1452|0|0|0
VirusShare_cc4027dbfe32d73626da1ab41f34ce43|cc4027dbfe32d73626da1ab41f34ce43|34404|240|35|8|0|27648|25600|0|1073802077|4096|0|5368709120|4096|512|4|0|0|0|5|2|139264|1024|78747|3|32768|1048576|4096|1048576|4096|0|16|5|3.32943940003|0.0|6.03419701723|10649.6|512|27648|10836.0|1432|27486|9|129|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_9077ed6af5b65705fc4e65b58f4547ac|9077ed6af5b65705fc4e65b58f4547ac|34404|240|34|9|0|252928|46080|0|242652|4096|0|65536|4096|512|6|1|6|1|5|2|315392|1024|332591|1|0|262144|4096|1048576|4096|0|16|8|4.05314180682|0.26701297826|6.37472139069|35712.0|512|249344|37141.25|56|248872|4|97|0|0|1|3.43983505107|3.43983505107|3.43983505107|860.0|860|860|0|0|0
VirusShare_d9d2956dfd94cf2b59d60150da7578ae|d9d2956dfd94cf2b59d60150da7578ae|34404|240|34|9|0|55296|6877184|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|6955008|1024|6983628|2|32832|524288|8192|1048576|4096|0|16|5|4.8427878929|0.201344328388|7.99810373126|1386496.0|512|6873088|1387960.0|324|6873088|7|152|1|0|44|3.5322847924|0.0|7.99997063985|156142.25|4|6759212|0|0|0
VirusShare_bbac5c1813c43845344726e549ddb1b8|bbac5c1813c43845344726e549ddb1b8|34404|240|34|8|0|75776|1007104|0|41624|4096|0|4294967296|4096|512|6|0|6|0|5|2|1093632|1024|1118591|2|32832|524288|8192|1048576|4096|0|16|5|4.30400255069|0.784271596274|7.99353526984|214937.6|3072|986624|216348.4|2748|986224|4|88|0|0|7|5.05457810613|2.45849222582|7.99979778201|140814.142857|48|969565|0|0|0
VirusShare_4dce51ac7341f854ade157f355af61ad|4dce51ac7341f854ade157f355af61ad|34404|240|34|9|0|28672|7680|0|45156|4096|0|65536|4096|512|6|1|6|1|5|2|57344|1024|54573|1|0|262144|4096|1048576|4096|0|16|7|3.08176993445|0.0815394123432|6.12116708067|4754.28571429|512|27136|4933.42857143|12|26922|2|34|0|0|1|3.44624345086|3.44624345086|3.44624345086|676.0|676|676|0|0|0
VirusShare_911a14e0c36f55a364e7798f576bbe2d|911a14e0c36f55a364e7798f576bbe2d|34404|240|35|8|0|17408|16384|0|73867|4096|0|4194304|4096|512|4|0|0|0|5|2|81920|1024|0|3|32768|1048576|4096|1048576|4096|0|16|6|3.90940396844|0.0|7.89651387897|9984.0|0|29696|10896.3333333|504|30720|4|82|0|0|2|4.17721535226|3.44341706451|4.91101364001|924.0|852|996|0|0|0
VirusShare_a7d14e6b8b3f2fe2ae870bd7b166dbd1|a7d14e6b8b3f2fe2ae870bd7b166dbd1|34404|240|34|8|0|235520|62464|0|229104|4096|0|65536|4096|512|5|2|5|2|5|2|319488|1024|352818|1|0|262144|4096|1048576|4096|0|16|8|4.1998312966|0.309349945544|6.2322656292|35776.0|512|231936|37002.75|64|231740|4|95|0|0|1|3.45085916205|3.45085916205|3.45085916205|820.0|820|820|0|0|0
VirusShare_9a3375be7f530447efdbe21d5ac4c683|9a3375be7f530447efdbe21d5ac4c683|34404|240|35|9|0|272384|111616|0|134704|4096|0|5368709120|4096|512|5|2|0|0|5|2|405504|1024|400807|2|32768|1048576|4096|1048576|4096|0|16|5|1.19192044664|0.0|5.95960223321|76800.0|3584|272384|78508.2|3164|272117|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_26083b3d94cb4abe0b1aa443494c0466|26083b3d94cb4abe0b1aa443494c0466|34404|240|34|10|10|8704|556032|0|5160|4096|0|5368709120|4096|512|6|2|6|2|5|2|585728|1024|627027|2|33120|524288|8192|1048576|4096|0|16|5|3.49777653149|0.155177575305|7.99796411564|112947.2|512|554496|112903.2|72|554004|3|50|0|0|4|5.81556900397|2.4679458658|7.99779544375|138383.0|456|447067|112|0|0
VirusShare_fc620d986b44c666d4fa1dca3671dca7|fc620d986b44c666d4fa1dca3671dca7|34404|240|34|9|0|55296|645120|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|724992|1024|708880|2|32832|524288|8192|1048576|4096|0|16|5|4.82496588137|0.201344328388|7.90899367359|140083.2|512|641024|141956.8|324|643072|7|152|1|0|44|3.47154234996|0.0|7.99955269461|14503.4318182|4|527137|0|0|0
VirusShare_8629fc041466b6b51fc13d6e9a293d12|8629fc041466b6b51fc13d6e9a293d12|34404|240|34|9|3|29696|19456|0|17588|4096|0|65536|4096|512|5|2|0|0|5|2|65536|1024|73777|1|0|262144|4096|1048576|4096|0|16|6|3.99256828889|2.39176491062|6.33603825445|7082.66666667|1024|26624|7904.33333333|532|26222|2|97|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_c7cccfa2500b537adbedcce469fa3480|c7cccfa2500b537adbedcce469fa3480|34404|240|35|10|0|596992|211456|0|107836|4096|0|5368709120|4096|512|5|2|0|0|5|2|888832|1024|813247|2|33024|4194304|4096|4194304|4096|0|16|7|5.11991379967|2.20114853521|6.49402787591|112640.0|7168|596992|124952.714286|6705|596846|16|519|0|0|20|3.17902732877|1.84273764861|5.65366462759|819.3|20|4264|0|0|0
VirusShare_04b3194bce294556586c87b627ccdae3|04b3194bce294556586c87b627ccdae3|34404|240|34|9|0|55296|444928|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|524288|1024|493387|2|32832|524288|8192|1048576|4096|0|16|5|4.79878516799|0.201344328388|7.77809010668|100044.8|512|440832|101472.8|324|440652|7|152|1|0|53|3.68923275036|0.0|7.99893671599|8260.58490566|4|301687|0|0|0
VirusShare_d67f0e1fc1334e548d0a993200535ebe|d67f0e1fc1334e548d0a993200535ebe|34404|240|34|10|0|53760|676864|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|757760|1024|730907|2|33088|524288|8192|1048576|4096|0|16|5|4.82051008322|0.217769955458|7.88431965934|146124.8|512|672768|147572.8|324|672320|7|154|1|0|59|3.43612710796|0.0|7.99898405138|11344.5254237|4|545141|0|0|0
VirusShare_465dcf7b76fe5f096c8dedfa0cb07b98|465dcf7b76fe5f096c8dedfa0cb07b98|34404|240|34|9|0|55296|197120|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|278528|1024|264871|2|32832|524288|8192|1048576|4096|0|16|5|4.73849495842|0.201344328388|7.47663905881|50483.2|512|193024|52664.0|324|196608|7|152|1|0|44|3.48839126537|0.0|7.99680852084|4316.52272727|4|78303|0|0|0
VirusShare_87ca29e17722011cf27d54e57065f8a5|87ca29e17722011cf27d54e57065f8a5|34404|240|34|9|0|55296|1112064|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|1191936|1024|1227667|2|32832|524288|8192|1048576|4096|0|16|5|4.83589758695|0.201344328388|7.96365220148|233472.0|512|1107968|235345.6|324|1110016|7|152|1|0|43|3.46120033002|0.0|7.99978622191|25701.5116279|4|996461|0|0|0
VirusShare_d050737ba5783673142da45ff521987e|d050737ba5783673142da45ff521987e|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|970752|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|1.2317751755|0.0|6.15887587752|174284.8|27648|613376|191448.2|27156|613057|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_88078f889ac9990889753ca594416170|88078f889ac9990889753ca594416170|34404|240|34|9|0|69632|47616|0|1073835089|4096|0|4294967296|4096|512|6|1|6|1|5|2|229376|1024|168027|3|32832|524288|8192|1048576|4096|0|16|5|3.39456623586|0.0|5.53686510332|22323.2|1536|69632|23179.6|1224|69154|4|112|0|0|3|3.17538308988|2.69190791172|3.53935377716|4936.0|200|13672|0|0|0
VirusShare_fb2ac457078e986b0fb27355e783bdd1|fb2ac457078e986b0fb27355e783bdd1|34404|240|34|10|0|53760|7318528|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|7397376|1024|7339775|2|33088|524288|8192|1048576|4096|0|16|5|4.84300326244|0.217769955458|7.99678555545|1474457.6|512|7314432|1475929.6|324|7314104|7|154|1|0|62|3.62789026759|0.0|7.99978675453|117918.322581|4|7147634|0|0|0
VirusShare_bdc31b71eb76a8356183a8716b3e036b|bdc31b71eb76a8356183a8716b3e036b|34404|240|34|10|0|661504|316928|0|506012|4096|0|5368709120|4096|512|5|2|0|0|5|2|1257472|1024|998016|2|33088|1048576|4096|1048576|4096|0|16|9|4.55086847353|0.0203931352361|6.61925195854|108714.666667|512|661504|136282.888889|29|661324|8|290|0|16|2|4.12316583678|3.4503580713|4.79597360227|661.0|346|976|0|0|0
VirusShare_537bdf5599a0cd626ce23cb8b88942c2|537bdf5599a0cd626ce23cb8b88942c2|34404|240|34|9|0|55296|503296|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|581632|1024|608863|2|32832|524288|8192|1048576|4096|0|16|5|4.81867831059|0.201344328388|7.87755581967|111718.4|512|499200|113284.8|324|499712|7|152|1|0|43|3.46653307848|0.0|7.99926517237|11543.7906977|2|387672|0|0|0
VirusShare_3a717a1531ab1bab3da31d936efdd6c6|3a717a1531ab1bab3da31d936efdd6c6|34404|240|34|9|0|231424|29184|0|262252|4096|0|65536|4096|512|6|1|6|1|6|1|282624|1024|266548|1|0|262144|4096|1048576|4096|0|16|9|4.42569936571|0.450844039694|6.37504391295|28956.4444444|512|171520|28725.6666667|64|171158|4|170|0|0|3|2.98564384001|2.67530554699|3.55216918628|414.0|130|912|0|0|0
VirusShare_dcfa0b5305640443622edd8d7a983af4|dcfa0b5305640443622edd8d7a983af4|34404|240|35|9|0|80384|105984|0|48472|4096|0|5368709120|4096|512|5|2|0|0|5|2|262144|1024|0|2|33024|1048576|4096|1048576|4096|0|16|6|4.00209996692|0.335015577873|6.33202162237|31061.3333333|512|89088|41626.5|32|90112|9|159|1|0|19|4.80978723238|2.85811896789|5.8305882528|4613.21052632|118|38458|0|0|0
VirusShare_1e872bdb352dc6574fc484c7011d892b|1e872bdb352dc6574fc484c7011d892b|34404|240|34|9|0|305152|337920|0|183812|4096|0|5368709120|4096|512|5|2|0|0|5|2|692224|1024|695103|2|32832|1048576|4096|1048576|4096|0|16|6|4.20011636553|0.0|6.28320218348|107178.666667|12800|305152|111636.666667|12556|304808|12|369|1|0|180|0.604928277002|0.0|6.02808769513|959.3|20|7336|0|0|0
VirusShare_dfc7ad1a64c8c9a54dba25395cdd6a7f|dfc7ad1a64c8c9a54dba25395cdd6a7f|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|880640|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|4.88809471684|2.17059147901|6.42800749315|156364.8|22528|613376|173549.0|22312|613057|16|517|0|0|24|3.44299183386|1.84273764861|6.33903487766|872.166666667|20|3752|0|0|0
VirusShare_9f148789adacb0c97358c4ed010c9b8d|9f148789adacb0c97358c4ed010c9b8d|34404|240|35|9|0|173056|80896|0|1074003813|4096|0|5368709120|4096|512|5|2|0|0|5|2|548864|1024|272722|2|32768|1048576|4096|1048576|4096|0|16|5|4.017533783|0.0|6.40517195872|50790.4|8192|173056|52749.6|9312|172982|10|148|0|0|0|0|0|0|0|0|0|0|0|0
